,product,icon,hangye1,yewu,province,lunci,jieduan,money,time,detail,investor_info,heat_num
10,布鲁可,https://img1.qimingpian.cn/uploadImg/202012/5fc9a198f2522.png,教育培训,全场景儿童产业服务商,上海市,,B轮,6亿人民币,2021.05.14,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=dc3e68b0946c5d8ca4eda3b5017e6f74&id=75ebbdd693428d09b1456da967942dff,"[{'investor': '云锋基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=7818fc3a85735018b965418ea179c488&id=18bf99829a513fd35cbf2601641eab97', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '君联资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0b0ad1bf7bc45822a9b34918e931fd01&id=828161b454482ce8d67c17e76b5d0194', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '源码资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=00a804098f0c5d118bcdb13a5700db5c&id=9e8584f3ac1bd6496efc36ed84048d79', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '高榕资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=fae58c4fcd0d5364b162c065438f2d90&id=49ddcd29e21427ad60e7401a70214622', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '浙江中网银新', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6e42ae35a52859ce99db5a97f575f5c9&id=6802ecf172883f46b7c062f7f45038e3', 'invest_type_name': '', 'invest_type': '0'}]",194
11,行翼云,https://img1.qimingpian.cn/uploadImg/202104/606668ae964d6.png,企业服务,新一代原云生ERP提供商,上海市,,Pre-A轮,数千万人民币,2021.05.14,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=011972dea36d5d39892728573ff7d49a&id=3812c27eb27b89be53ce406720303cdf,"[{'investor': '长禾资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=b98f8b1af78c5328b1547b6d9e36c86b&id=f3707fbbead9cd4de445204f60693415', 'invest_type_name': '独投', 'invest_type': '4'}]",65
12,暖阳医疗,https://img1.qimingpian.cn/uploadImg/202105/609dda75d83a4.png,医疗健康,神经介入治疗器械商,江苏省,,A+轮,近亿人民币,2021.05.14,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=9d2eff32cf4e5122bebcf8259a150157&id=29e6282e8757b062d0bca2a8f59f8e64,"[{'investor': '沂景资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0f3e024489e251a7b5ee933fc4b7d5db&id=8df03206c70cc6542db2b2cefe49c94e', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '道彤投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=48391f8e115b57f08b03dc8897aeaee4&id=d74ee480bff4afaa173323b24f7f4bf2', 'invest_type_name': '跟投', 'invest_type': '2'}]",51
13,景焱智能,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0f7cd01aa12508120993.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570417&Signature=Qpd1vimsXdEOfFz%2FKj%2Fwgikp6dA%3D,生产制造,集成电路智能测试设备研发商,浙江省,,战略融资,未披露,2021.05.14,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=6792a4ad86195d8ca56bdb4b4a863933&id=c2f88377eaada49cf292a074d92ded38,"[{'investor': '小米长江产业基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6123608eef6d5a16981e6ff3eb632477&id=b951536951a027fcd585c49422a0fb40', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '展毅投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=2c48f63c899d58979ddab4dd54d22e0b&id=ab096043de7bf62873261daf9fcb6ff4', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '沃赋资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=4fecc78107335aa28b070ea9a7a33bd5&id=14ee3e99781b44444a516ac2283fc887', 'invest_type_name': '合投', 'invest_type': '3'}, {'investor': '中信资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=397574ef3c705f44ac8d2d592f8c545e&id=6da00ddd9f8e6d5fccfa853321bc1aff', 'invest_type_name': '合投', 'invest_type': '3'}]",11
14,锱云科技,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e10a3438e39f292807307.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570417&Signature=8h5UU9tEzYDPk2HwvGx70aQLj7A%3D,物联网,机加工领域工业互联网解决方案,上海市,,A++轮,数千万人民币,2021.05.14,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=94d4e838c7fe5855a8bddf0311df1a0d&id=bfc2dc937a740ddf38ee66fed6efa028,"[{'investor': '博世创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=90099f2d1dbc54e4bc25c46bc124a8fb&id=3d9ee412452b6ac94d98688afca288e3', 'invest_type_name': '独投', 'invest_type': '4'}]",0
15,猫星系,https://img1.qimingpian.cn/uploadImg/202105/609dc726a5f9b.png,文娱传媒,泛二次元零售品牌,广东省,,战略融资,数千万人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=78dbe4ddf43356b3ba5d1f738a2b7e32&id=61ec8f20b0a26fa4a6fc4dfea5652028,"[{'investor': '泡泡玛特', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=8a22b007305f5193ba64184cbf6b9613&id=1258ff61baf00a1a88e58a66c6b2f137', 'invest_type_name': '独投', 'invest_type': '4'}]",89
16,海湾电气,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e10d48dd7ff1028796787.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570417&Signature=fKqW9wpbTmIDiRzoRyfPYS5x9iY%3D,生产制造,船舶报警设备与自动控制设备研发商,江苏省,,股权转让,1.25亿人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=9181d19fd636525691bdb9570efcaffc&id=e82d8fcdf3d38bef429da0972182a2cd,"[{'investor': '大烨智能', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=f962626021b75c568ac68e05dba57086&id=a60cd0d52e38b53ae867bc38833d90f2', 'invest_type_name': '独投', 'invest_type': '4'}]",25
17,云袋,https://img1.qimingpian.cn/uploadImg/202105/609cc5be73460.png,批发零售,物联网自助设备运营商,浙江省,,A+轮,7000万人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=9569d394f3d45ce99727e443db3eb401&id=9f0711bc41d0be43207072b0550221cb,"[{'investor': '悦活星球', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '九弈互联', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}]",27
18,科华生物,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e0f450396316901965812.jpg?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570417&Signature=rE5H1Rjqz0S%2B5zrz6q2qPF2SPRw%3D,医疗健康,体外临床诊断用品提供商,上海市,,股权转让,19.5亿人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=44dca010febe58e0bad7e2dc201c098c&id=0e5d70df2368ea10255896581e36e1a1,"[{'investor': '圣湘生物', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=aec91184a1d55373b2a47a8341d1a64a&id=5a4cdafef55e6cff32e4b24846926b0e', 'invest_type_name': '独投', 'invest_type': '4'}]",5
19,眸视科技,https://img1.qimingpian.cn/uploadImg/202105/609c95f07a446.png,先进制造,移动机器人定位研发商,北京市,,A轮,3500万人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=1c83fa09c12052618fb3e790fbe958a6&id=8d52395eae28199b223e292865d7a57c,"[{'investor': '长鹰资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=33e46e471c995a6f8293fb954a5cf3ed&id=e4a8adb08b2fe15fc850ef9f859090ce', 'invest_type_name': '独投', 'invest_type': '4'}]",31
0,小藻科技,https://img1.qimingpian.cn/uploadImg/202105/609c9eace18ae.png,食品饮料,工业化微藻养殖加工企业,广东省,,B轮,亿元级人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=5cd58b23343b589589c3d474b2877121&id=a7fda48a1cf0d540ac6e229ccb7b18e7,"[{'investor': '东方富海', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=d8aa1bf221a35909aa10da635f31c841&id=13254b41c00c3a495c73d9ed1ff1acac', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '清控银杏', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0aea25d9f805508f8d4d80fe497e29dd&id=8b2b9dd6c55f15282d7bfdcb3705567c', 'invest_type_name': '领投', 'invest_type': '1'}]",28
1,望高楼固城湖大闸蟹,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202105/product609c9d3c6f96e581840358.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570418&Signature=kV8mTKv5fHYEkoudrFM7O4qu8tg%3D,电子商务,大闸蟹生鲜品牌运营商,上海市,,战略融资,2亿人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=791d3cdabb2154a2a13b165de0e628c7&id=2933033a7358d9c01462326a9e6f0d96,"[{'investor': '东莱环保', 'detail': 'http://vip.qimingpian.com/#/detailcom?src=magic&ticket=b656b4207b4e53a1a37b1c28056f46ac&id=228c3d1d016a27155166d9991d223591', 'invest_type_name': '独投', 'invest_type': '4'}]",14
2,包大师,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202003/product5e83358167748582853302.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570418&Signature=L6%2FQR5nc0NkRLFO6whtVrP012Ag%3D,生活服务,奢侈品养护服务平台,北京市,,B+轮,未披露,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=045ca82c0df055699218de8cb31ea1ec&id=2aeb201ccdaf68247f80c998f7ff9dc8,"[{'investor': '东之星投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=1f82d2b728b453019792bb7f0473ab80&id=949512c562a5c7e367c61b87a5c543c5', 'invest_type_name': '独投', 'invest_type': '4'}]",35
3,科望医药,https://qmp.oss-cn-beijing.aliyuncs.com/uploadImg/202001/product5e12a4bbba91b244753089.png?x-oss-process=style%2Fsmall&OSSAccessKeyId=LTAI2SRf7Sf1P5bU&Expires=1623570418&Signature=GUCkKlk%2B73xXRozGZoYrjGFRuYE%3D,医疗健康,抗体药物研发商,江苏省,,C轮,1.05亿美元,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=aabc4d2f1b255ee98a2f5db13c312718&id=1227f86af0dee500b8172d6571373800,"[{'investor': '大湾区共同家园发展基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=6971c38ae6325b8fad3bb16164f5b7b7&id=b913914b764041a7e71b9ee1c51e3578', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': 'Cormorant Asset Management', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=fd5298c395425486850f8c08ce999d3e&id=16c57689d62ab94dd63bb114c578d22d', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '麦星投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=d26a3d588c6b535fa2d877429e4a3c66&id=c858ed37c6b6e90ff4773953eb56bea2', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': 'Superstring Capital', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=0d57a36034a55b0fa028ba6c136ba03d&id=f96c7656bc6bd801404e3f50dc8833e1', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '中信证券投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=669ea9b4366c59cd80503d064b0a92cf&id=9a9093509301abed83aa4231bb839591', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '乾道基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=059852f8092d5f2bade77badd5200f6a&id=fe6a46666f524f5160fdd593f09ac65b', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '礼来亚洲基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=e43037f2acd45ed58726a1053a50f708&id=d5628584866d7401ac5327ca81f88e39', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '高瓴资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=efe7eb659a765d808b17ff62f12b50ae&id=f70185edb68afb23070bf7ce281f4685', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '鼎晖投资', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=dc3e5f6c77a9508f82f4db0e5c33b373&id=645ff1ac7619c44c271e7e072a35ec35', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '德屹资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=8cdc6819252956ae975713cdbc50921e&id=e849f8f269bf48c31e6de7d410844d90', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '元禾控股', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=34f55f2540105ebf8610774dc29a7048&id=a03d384c7998d76cf96c901450780e43', 'invest_type_name': '跟投', 'invest_type': '2'}]",20
4,芯华章,https://img1.qimingpian.cn/uploadImg/202012/5fd0257c8f30c.png,企业服务,EDA智能工业软件及系统研发商,江苏省,,Pre-B轮,超4亿人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=7387a4218209564b9be76c4a54e8e754&id=e0aadb83d771bef83e2384e3dd0f55a2,"[{'investor': '云锋基金', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=7818fc3a85735018b965418ea179c488&id=18bf99829a513fd35cbf2601641eab97', 'invest_type_name': '领投', 'invest_type': '1'}, {'investor': '经纬中国', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=742e103c9459538da64aa07e6be4609c&id=3a50ab9902e171c8869be338ec7affc9', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '普罗资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=229f7fcdbb955804a06123c005225772&id=72c339e065cb61b6663d3b57367b5900', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '红杉宽带', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=248e3f80a0c25a2fa3c5a65af90935b8&id=acc2f682be6cd7f29066ef7ee3bd4b1f', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '高瓴创投', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=af2742b715695f55aa827f8ba4fa580c&id=c2946868a0d82299e956947366e25380', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '高榕资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=fae58c4fcd0d5364b162c065438f2d90&id=49ddcd29e21427ad60e7401a70214622', 'invest_type_name': '跟投', 'invest_type': '2'}, {'investor': '大数长青', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=ff9c0bad6dae56caa77c960723228068&id=a84d85f3e1d34d3038b6c0f91cb0e6f2', 'invest_type_name': '跟投', 'invest_type': '2'}]",61
5,STEPVR,https://img1.qimingpian.cn/uploadImg/202105/609c9637e93b5.png,VR/AR,VR技术服务商,北京市,,B轮,近亿元人民币,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=9600db2356e85ad7ab84440b91eaac30&id=ac78359f3cad744bd772e980a46ded3e,"[{'investor': '上海国盛集团', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=98beef3a2cc8578f9b70c38c0fb9f721&id=88ddd77a80e5879c2306ca4e7bd2631a', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '个人投资者', 'detail': '', 'invest_type_name': '独投', 'invest_type': '4'}, {'investor': '陈彤', 'detail': 'http://vip.qimingpian.com/#/detailperson?src=magic&ticket=62c8a092757f5110845dd7102b8e65d1&id=cdec25c6c6aa51cd077228db424fa151', 'invest_type_name': '独投', 'invest_type': '4'}]",12
6,好孕妈妈,https://img1.qimingpian.cn/uploadImg/202105/609c9619ba8a7.png,生活服务,母婴护理服务机构,北京市,,A+轮,数千万美元,2021.05.13,http://vip.qimingpian.com/#/detailcom?src=magic&ticket=5fce4a9fafd351fa932d0bd3b1bdb7ad&id=88a7d8290d63d010e4f2644aa781edc6,"[{'investor': 'IDG资本', 'detail': 'http://vip.qimingpian.com/#/detailorg?src=magic&ticket=a8fae636163a56ad87b8ea6394b39e0c&id=8f723a76fb81fdf5d1471c6ac61cda77', 'invest_type_name': '独投', 'invest_type': '4'}]",29
